Course,Start Time (UTC),Start Time,Scorecard URL,Score,Handicap,Strokes,Handicapped Strokes,Hole 1 - Time,Hole 1 - Par,Hole 1 - Strokes,Hole 1 - Handicap Score,Hole 1 - Lat,Hole 1 - Lon,Hole 2 - Time,Hole 2 - Par,Hole 2 - Strokes,Hole 2 - Handicap Score,Hole 2 - Lat,Hole 2 - Lon,Hole 3 - Time,Hole 3 - Par,Hole 3 - Strokes,Hole 3 - Handicap Score,Hole 3 - Lat,Hole 3 - Lon,Hole 4 - Time,Hole 4 - Par,Hole 4 - Strokes,Hole 4 - Handicap Score,Hole 4 - Lat,Hole 4 - Lon,Hole 5 - Time,Hole 5 - Par,Hole 5 - Strokes,Hole 5 - Handicap Score,Hole 5 - Lat,Hole 5 - Lon,Hole 6 - Time,Hole 6 - Par,Hole 6 - Strokes,Hole 6 - Handicap Score,Hole 6 - Lat,Hole 6 - Lon,Hole 7 - Time,Hole 7 - Par,Hole 7 - Strokes,Hole 7 - Handicap Score,Hole 7 - Lat,Hole 7 - Lon,Hole 8 - Time,Hole 8 - Par,Hole 8 - Strokes,Hole 8 - Handicap Score,Hole 8 - Lat,Hole 8 - Lon,Hole 9 - Time,Hole 9 - Par,Hole 9 - Strokes,Hole 9 - Handicap Score,Hole 9 - Lat,Hole 9 - Lon,Hole 10 - Time,Hole 10 - Par,Hole 10 - Strokes,Hole 10 - Handicap Score,Hole 10 - Lat,Hole 10 - Lon,Hole 11 - Time,Hole 11 - Par,Hole 11 - Strokes,Hole 11 - Handicap Score,Hole 11 - Lat,Hole 11 - Lon,Hole 12 - Time,Hole 12 - Par,Hole 12 - Strokes,Hole 12 - Handicap Score,Hole 12 - Lat,Hole 12 - Lon,Hole 13 - Time,Hole 13 - Par,Hole 13 - Strokes,Hole 13 - Handicap Score,Hole 13 - Lat,Hole 13 - Lon,Hole 14 - Time,Hole 14 - Par,Hole 14 - Strokes,Hole 14 - Handicap Score,Hole 14 - Lat,Hole 14 - Lon,Hole 15 - Time,Hole 15 - Par,Hole 15 - Strokes,Hole 15 - Handicap Score,Hole 15 - Lat,Hole 15 - Lon,Hole 16 - Time,Hole 16 - Par,Hole 16 - Strokes,Hole 16 - Handicap Score,Hole 16 - Lat,Hole 16 - Lon,Hole 17 - Time,Hole 17 - Par,Hole 17 - Strokes,Hole 17 - Handicap Score,Hole 17 - Lat,Hole 17 - Lon,Hole 18 - Time,Hole 18 - Par,Hole 18 - Strokes,Hole 18 - Handicap Score,Hole 18 - Lat,Hole 18 - Lon
San Vicente Inn & Golf Club,2021-05-13T11:57:14-07:00,2021-05-13T18:57:14.000Z,https://connect.garmin.com/modern/scorecard/177418863,3,28,103,75,,5,8,6,393693524,-1393602152,,3,5,4,393673742,-1393590281,2021-05-13T23:01:22.000Z,4,5,4,393703020,-1393578720,2021-05-13T23:01:22.000Z,5,7,6,393709618,-1393520870,2021-05-13T23:01:22.000Z,4,6,4,393689156,-1393561469,2021-05-13T23:01:22.000Z,4,5,3,393693702,-1393529197,2021-05-13T23:01:22.000Z,4,6,5,393705096,-1393486498,,3,6,4,393705954,-1393512315,2021-05-13T23:01:22.000Z,4,6,4,393725688,-1393545745,2021-05-13T23:01:22.000Z,4,5,4,393730246,-1393598764,2021-05-13T23:01:22.000Z,5,9,7,393744562,-1393654694,,3,5,4,393763460,-1393654049,2021-05-13T23:01:22.000Z,4,6,4,393765356,-1393703346,2021-05-13T23:01:22.000Z,4,4,3,393754726,-1393748383,,3,4,3,393749478,-1393717102,2021-05-13T23:01:22.000Z,4,4,2,393745898,-1393662126,2021-05-13T23:01:22.000Z,5,5,3,393728230,-1393606864,2021-05-13T23:01:22.000Z,4,7,5,393727978,-1393560371
San Vicente Inn & Golf Club,2021-05-16T17:47:44-07:00,2021-05-17T00:47:44.000Z,https://connect.garmin.com/modern/scorecard/180816625,-6,27,93,66,,5,6,4,393693524,-1393602152,,3,3,2,393673742,-1393590281,,4,5,4,393703020,-1393578720,,5,6,5,393709618,-1393520870,,4,6,4,393689156,-1393561469,,4,5,3,393693702,-1393529197,,4,6,5,393705096,-1393486498,,3,5,3,393705954,-1393512315,,4,6,4,393725688,-1393545745,,4,5,4,393730246,-1393598764,,5,9,7,393744562,-1393654694,,3,3,2,393763460,-1393654049,,4,4,2,393765356,-1393703346,,4,5,4,393754726,-1393748383,,3,4,3,393749478,-1393717102,,4,5,4,393745898,-1393662126,,5,7,5,393728230,-1393606864,,4,3,1,393727978,-1393560371
San Vicente Inn & Golf Club,2021-05-23T14:24:25-07:00,2021-05-23T21:24:25.000Z,https://connect.garmin.com/modern/scorecard/180816631,8,23,103,80,,5,8,6,393693524,-1393602152,,3,4,3,393673742,-1393590281,2021-06-14T14:23:51.000Z,4,5,4,393703020,-1393578720,2021-06-14T14:23:51.000Z,5,6,5,393709618,-1393520870,2021-06-14T14:23:51.000Z,4,6,4,393689156,-1393561469,2021-06-14T14:23:51.000Z,4,7,6,393693702,-1393529197,2021-06-14T14:23:51.000Z,4,6,5,393705096,-1393486498,,3,5,4,393705954,-1393512315,2021-06-14T14:23:51.000Z,4,6,4,393725688,-1393545745,2021-06-14T14:23:51.000Z,4,6,5,393730246,-1393598764,2021-06-14T14:23:51.000Z,5,9,7,393744562,-1393654694,,3,3,2,393763460,-1393654049,2021-06-14T14:23:51.000Z,4,6,5,393765356,-1393703346,2021-06-14T14:23:51.000Z,4,7,6,393754726,-1393748383,,3,4,3,393749478,-1393717102,2021-06-14T14:23:51.000Z,4,4,3,393745898,-1393662126,2021-06-14T14:23:51.000Z,5,7,6,393728230,-1393606864,2021-06-14T14:23:51.000Z,4,4,2,393727978,-1393560371
San Vicente Inn & Golf Club,2021-06-06T08:55:23-07:00,2021-06-06T15:55:23.000Z,https://connect.garmin.com/modern/scorecard/180816632,0,23,95,72,2021-06-14T14:23:55.000Z,5,5,3,393693524,-1393602152,,3,3,2,393673742,-1393590281,2021-06-14T14:23:55.000Z,4,4,3,393703020,-1393578720,2021-06-14T14:23:55.000Z,5,7,6,393709618,-1393520870,2021-06-14T14:23:55.000Z,4,7,5,393689156,-1393561469,2021-06-14T14:23:55.000Z,4,5,4,393693702,-1393529197,2021-06-14T14:23:55.000Z,4,7,6,393705096,-1393486498,,3,5,4,393705954,-1393512315,2021-06-14T14:23:55.000Z,4,7,5,393725688,-1393545745,,4,5,4,393730246,-1393598764,,5,7,5,393744562,-1393654694,,3,3,2,393763460,-1393654049,2021-06-14T14:23:55.000Z,4,5,4,393765356,-1393703346,2021-06-14T14:23:55.000Z,4,5,4,393754726,-1393748383,,3,3,2,393749478,-1393717102,2021-06-14T14:23:55.000Z,4,5,4,393745898,-1393662126,2021-06-14T14:23:55.000Z,5,6,5,393728230,-1393606864,2021-06-14T14:23:55.000Z,4,6,4,393727978,-1393560371
San Vicente Inn & Golf Club,2021-06-13T10:05:41-07:00,2021-06-13T17:05:41.000Z,https://connect.garmin.com/modern/scorecard/180816635,-3,22,91,69,,5,6,5,393693524,-1393602152,,3,4,3,393673742,-1393590281,2021-06-14T14:23:57.000Z,4,5,4,393703020,-1393578720,2021-06-14T14:23:57.000Z,5,5,4,393709618,-1393520870,2021-06-14T14:23:57.000Z,4,6,4,393689156,-1393561469,2021-06-14T14:23:57.000Z,4,6,5,393693702,-1393529197,2021-06-14T14:23:57.000Z,4,4,3,393705096,-1393486498,,3,4,3,393705954,-1393512315,2021-06-14T14:23:57.000Z,4,5,3,393725688,-1393545745,2021-06-14T14:23:57.000Z,4,5,4,393730246,-1393598764,2021-06-14T14:23:57.000Z,5,6,4,393744562,-1393654694,,3,4,3,393763460,-1393654049,2021-06-14T14:23:57.000Z,4,6,5,393765356,-1393703346,2021-06-14T14:23:57.000Z,4,5,4,393754726,-1393748383,,3,4,3,393749478,-1393717102,2021-06-14T14:23:57.000Z,4,5,4,393745898,-1393662126,2021-06-14T14:23:57.000Z,5,7,6,393728230,-1393606864,2021-06-14T14:23:57.000Z,4,4,2,393727978,-1393560371
San Vicente Inn & Golf Club,2021-06-19T11:42:29-07:00,2021-06-19T18:42:29.000Z,https://connect.garmin.com/modern/scorecard/181879889,8,21,101,80,,5,9,8,393693524,-1393602152,,3,5,4,393673742,-1393590281,2021-06-24T13:51:58.000Z,4,4,3,393703020,-1393578720,2021-06-24T13:51:58.000Z,5,9,8,393709618,-1393520870,2021-06-24T13:51:58.000Z,4,6,4,393689156,-1393561469,2021-06-24T13:51:58.000Z,4,5,4,393693702,-1393529197,2021-06-24T13:51:58.000Z,4,5,4,393705096,-1393486498,,3,4,3,393705954,-1393512315,2021-06-24T13:51:58.000Z,4,8,6,393725688,-1393545745,2021-06-24T13:51:58.000Z,4,5,4,393730246,-1393598764,2021-06-24T13:51:58.000Z,5,6,4,393744562,-1393654694,,3,3,2,393763460,-1393654049,2021-06-24T13:51:58.000Z,4,5,4,393765356,-1393703346,2021-06-24T13:51:58.000Z,4,7,6,393754726,-1393748383,,3,5,4,393749478,-1393717102,2021-06-24T13:51:58.000Z,4,5,4,393745898,-1393662126,2021-06-24T13:51:58.000Z,5,6,5,393728230,-1393606864,2021-06-24T13:51:58.000Z,4,4,3,393727978,-1393560371
San Vicente Inn & Golf Club,2021-06-20T08:15:35-07:00,2021-06-20T15:15:35.000Z,https://connect.garmin.com/modern/scorecard/181879892,,,102,,,5,6,,393693524,-1393602152,,3,4,,393673742,-1393590281,,4,4,,393703020,-1393578720,,5,9,,393709618,-1393520870,,4,6,,393689156,-1393561469,,4,6,,393693702,-1393529197,,4,5,,393705096,-1393486498,,3,5,,393705954,-1393512315,2021-06-24T13:51:59.000Z,4,6,,393725688,-1393545745,2021-06-24T13:51:59.000Z,4,6,,393730246,-1393598764,2021-06-24T13:51:59.000Z,5,8,,393744562,-1393654694,,3,3,,393763460,-1393654049,2021-06-24T13:51:59.000Z,4,6,,393765356,-1393703346,2021-06-24T13:51:59.000Z,4,6,,393754726,-1393748383,,3,3,,393749478,-1393717102,2021-06-24T13:51:59.000Z,4,6,,393745898,-1393662126,2021-06-24T13:51:59.000Z,5,9,,393728230,-1393606864,2021-06-24T13:51:59.000Z,4,4,,393727978,-1393560371
San Vicente Inn & Golf Club,2021-07-04T08:43:50-07:00,2021-07-04T15:43:50.000Z,https://connect.garmin.com/modern/scorecard/183029377,9,21,102,81,2021-07-04T20:13:09.000Z,5,6,5,393693520,-1393602160,,3,4,3,393673744,-1393590288,2021-07-04T20:13:09.000Z,4,7,6,393703024,-1393578720,2021-07-04T20:13:09.000Z,5,6,5,393709616,-1393520864,2021-07-04T20:13:09.000Z,4,7,5,393689152,-1393561472,2021-07-04T20:13:09.000Z,4,7,6,393693696,-1393529200,,4,7,6,393705104,-1393486496,,3,4,3,393705952,-1393512320,2021-07-04T20:13:09.000Z,4,7,5,393725696,-1393545744,2021-07-04T20:13:09.000Z,4,5,4,393730240,-1393598768,2021-07-04T20:13:09.000Z,5,8,6,393744560,-1393654688,,3,4,3,393763456,-1393654048,2021-07-04T20:13:09.000Z,4,6,5,393765360,-1393703344,2021-07-04T20:13:09.000Z,4,5,4,393754720,-1393748384,,3,3,2,393749472,-1393717104,2021-07-04T20:13:09.000Z,4,5,4,393745904,-1393662128,2021-07-04T20:13:09.000Z,5,6,5,393728224,-1393606864,2021-07-04T20:13:09.000Z,4,5,4,393727984,-1393560368
San Vicente Inn & Golf Club,2021-07-05T10:05:18-07:00,2021-07-05T17:05:18.000Z,https://connect.garmin.com/modern/scorecard/183135347,14,21,107,86,,5,7,6,393693520,-1393602160,,3,4,3,393673744,-1393590288,2021-07-05T21:27:41.000Z,4,7,6,393703024,-1393578720,2021-07-05T21:27:41.000Z,5,6,5,393709616,-1393520864,2021-07-05T21:27:41.000Z,4,5,3,393689152,-1393561472,2021-07-05T21:27:41.000Z,4,4,3,393693696,-1393529200,2021-07-05T21:27:41.000Z,4,5,4,393705104,-1393486496,,3,6,5,393705952,-1393512320,2021-07-05T21:27:41.000Z,4,6,4,393725696,-1393545744,2021-07-05T21:27:41.000Z,4,6,5,393730240,-1393598768,2021-07-05T21:27:41.000Z,5,8,6,393744560,-1393654688,,3,5,4,393763456,-1393654048,2021-07-05T21:27:41.000Z,4,8,7,393765360,-1393703344,2021-07-05T21:27:41.000Z,4,5,4,393754720,-1393748384,,3,6,5,393749472,-1393717104,2021-07-05T21:27:41.000Z,4,5,4,393745904,-1393662128,2021-07-05T21:27:41.000Z,5,6,5,393728224,-1393606864,2021-07-05T21:27:41.000Z,4,8,7,393727984,-1393560368
San Vicente Inn & Golf Club,2021-07-07T15:31:52-07:00,2021-07-07T22:31:52.000Z,https://connect.garmin.com/modern/scorecard/183342785,7,22,101,79,,5,7,6,393693520,-1393602160,,3,4,3,393673744,-1393590288,2021-07-08T01:02:39.000Z,4,5,4,393703024,-1393578720,,5,9,8,393709616,-1393520864,2021-07-08T01:02:39.000Z,4,7,5,393689152,-1393561472,2021-07-08T01:02:39.000Z,4,6,5,393693696,-1393529200,2021-07-08T01:02:39.000Z,4,4,3,393705104,-1393486496,,3,6,5,393705952,-1393512320,2021-07-08T01:02:39.000Z,4,7,5,393725696,-1393545744,2021-07-08T01:02:39.000Z,4,5,4,393730240,-1393598768,2021-07-08T01:02:39.000Z,5,6,4,393744560,-1393654688,,3,5,4,393763456,-1393654048,2021-07-08T01:02:39.000Z,4,6,5,393765360,-1393703344,2021-07-08T01:02:39.000Z,4,5,4,393754720,-1393748384,,3,2,1,393749472,-1393717104,2021-07-08T01:02:39.000Z,4,5,4,393745904,-1393662128,2021-07-08T01:02:39.000Z,5,6,5,393728224,-1393606864,2021-07-08T01:02:39.000Z,4,6,4,393727984,-1393560368
San Vicente Inn & Golf Club,2021-07-10T15:35:47-07:00,2021-07-10T22:35:47.000Z,https://connect.garmin.com/modern/scorecard/183684535,6,22,100,78,,5,6,5,393693520,-1393602160,,3,4,3,393673744,-1393590288,,4,4,3,393703024,-1393578720,,5,6,5,393709616,-1393520864,,4,6,4,393689152,-1393561472,,4,5,4,393693696,-1393529200,,4,7,6,393705104,-1393486496,,3,6,5,393705952,-1393512320,,4,6,4,393725696,-1393545744,,4,4,3,393730240,-1393598768,2021-07-11T02:34:03.000Z,5,7,5,393744560,-1393654688,,3,4,3,393763456,-1393654048,,4,5,4,393765360,-1393703344,,4,7,6,393754720,-1393748384,,3,5,4,393749472,-1393717104,,4,7,6,393745904,-1393662128,,5,5,4,393728224,-1393606864,,4,6,4,393727984,-1393560368
San Vicente Inn & Golf Club,2021-07-11T07:45:43-07:00,2021-07-11T14:45:43.000Z,https://connect.garmin.com/modern/scorecard/183782974,8,22,102,80,,5,6,5,393693520,-1393602160,,3,6,5,393673744,-1393590288,,4,7,6,393703024,-1393578720,,5,6,5,393709616,-1393520864,,4,5,3,393689152,-1393561472,,4,5,4,393693696,-1393529200,,4,6,5,393705104,-1393486496,,3,5,4,393705952,-1393512320,,4,7,5,393725696,-1393545744,,4,6,5,393730240,-1393598768,,5,7,5,393744560,-1393654688,,3,3,2,393763456,-1393654048,,4,5,4,393765360,-1393703344,,4,8,7,393754720,-1393748384,,3,3,2,393749472,-1393717104,,4,4,3,393745904,-1393662128,,5,9,8,393728224,-1393606864,2022-02-04T19:35:44.000Z,4,4,2,393727984,-1393560368
San Vicente Inn & Golf Club,2021-07-14T15:38:11-07:00,2021-07-14T22:38:11.000Z,https://connect.garmin.com/modern/scorecard/184099461,1,24,97,73,,5,7,5,393693520,-1393602160,,3,4,3,393673744,-1393590288,,4,4,3,393703024,-1393578720,,5,7,6,393709616,-1393520864,,4,6,4,393689152,-1393561472,,4,5,4,393693696,-1393529200,,4,6,5,393705104,-1393486496,,3,4,3,393705952,-1393512320,,4,6,4,393725696,-1393545744,,4,5,4,393730240,-1393598768,,5,5,3,393744560,-1393654688,,3,5,4,393763456,-1393654048,,4,5,4,393765360,-1393703344,,4,8,7,393754720,-1393748384,,3,5,4,393749472,-1393717104,,4,5,4,393745904,-1393662128,,5,5,3,393728224,-1393606864,,4,5,3,393727984,-1393560368
San Vicente Inn & Golf Club,2021-07-17T15:55:00-07:00,2021-07-17T22:55:00.000Z,https://connect.garmin.com/modern/scorecard/184444756,8,22,102,80,,5,5,4,393692960,-1393601920,,3,5,4,393673680,-1393590656,,4,7,6,393703504,-1393580128,,5,4,3,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,8,7,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,4,3,393728976,-1393599200,,5,8,6,393744176,-1393656144,,3,3,2,393763760,-1393654992,,4,6,5,393765440,-1393703968,,4,7,6,393754576,-1393749392,,3,5,4,393749376,-1393716896,,4,6,5,393745520,-1393662320,,5,7,6,393729120,-1393607360,,4,8,6,393727776,-1393560784
San Vicente Inn & Golf Club,2021-07-18T10:51:47-07:00,2021-07-18T17:51:47.000Z,https://connect.garmin.com/modern/scorecard/184555136,8,23,103,80,,5,8,6,393692960,-1393601920,,3,6,5,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,7,6,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,6,5,393694224,-1393529184,,4,3,2,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,8,6,393725104,-1393547104,,4,6,5,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,3,2,393763760,-1393654992,,4,8,7,393765440,-1393703968,,4,8,7,393754576,-1393749392,,3,3,2,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,6,5,393729120,-1393607360,,4,5,3,393727776,-1393560784
San Vicente Inn & Golf Club,2021-07-21T15:34:57-07:00,2021-07-21T22:34:57.000Z,https://connect.garmin.com/modern/scorecard/184873608,14,25,72,57,,5,8,6,393692960,-1393601920,,3,7,6,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,9,8,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,9,7,393694224,-1393529184,,4,4,3,393705232,-1393486896,,3,5,4,393705728,-1393513360,,4,8,6,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,,,393744176,-1393656144,,3,7,6,393763760,-1393654992,,4,,,393765440,-1393703968,,4,,,393754576,-1393749392,,3,,,393749376,-1393716896,,4,,,393745520,-1393662320,,5,,,393729120,-1393607360,2021-07-22T01:05:23.000Z,4,,,393727776,-1393560784
San Vicente Inn & Golf Club,2021-07-25T07:14:46-07:00,2021-07-25T14:14:46.000Z,https://connect.garmin.com/modern/scorecard/185331563,12,25,109,84,,5,5,3,393692960,-1393601920,,3,6,5,393673680,-1393590656,,4,7,6,393703504,-1393580128,,5,7,6,393709888,-1393521152,,4,6,4,393689008,-1393562512,,4,4,2,393694224,-1393529184,,4,6,5,393705232,-1393486896,,3,5,4,393705728,-1393513360,,4,6,4,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,6,4,393744176,-1393656144,,3,4,3,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,8,7,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,7,6,393745520,-1393662320,,5,6,4,393729120,-1393607360,,4,12,10,393727776,-1393560784
San Vicente Inn & Golf Club,2021-07-30T14:47:14-07:00,2021-07-30T21:47:14.000Z,https://connect.garmin.com/modern/scorecard/185873289,2,25,99,74,,5,9,7,393692960,-1393601920,,3,4,3,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,6,5,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,5,3,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,3,2,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,8,6,393744176,-1393656144,,3,5,4,393763760,-1393654992,,4,6,5,393765440,-1393703968,,4,6,5,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,8,6,393729120,-1393607360,,4,5,3,393727776,-1393560784
San Vicente Inn & Golf Club,2021-07-31T07:22:49-07:00,2021-07-31T14:22:49.000Z,https://connect.garmin.com/modern/scorecard/185967712,0,25,97,72,,5,5,3,393692960,-1393601920,,3,3,2,393673680,-1393590656,,4,4,3,393703504,-1393580128,,5,7,6,393709888,-1393521152,,4,6,4,393689008,-1393562512,,4,6,4,393694224,-1393529184,,4,3,2,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,7,6,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,7,6,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,3,2,393749376,-1393716896,,4,6,5,393745520,-1393662320,,5,7,5,393729120,-1393607360,,4,7,5,393727776,-1393560784
San Vicente Inn & Golf Club,2021-08-04T15:32:49-07:00,2021-08-04T22:32:49.000Z,https://connect.garmin.com/modern/scorecard/186431542,6,24,102,78,,5,8,6,393692960,-1393601920,,3,5,4,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,5,4,393709888,-1393521152,,4,8,6,393689008,-1393562512,,4,5,4,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,7,6,393728976,-1393599200,,5,8,6,393744176,-1393656144,,3,4,3,393763760,-1393654992,,4,7,6,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,3,2,393749376,-1393716896,,4,6,5,393745520,-1393662320,,5,6,4,393729120,-1393607360,,4,6,4,393727776,-1393560784
San Vicente Inn & Golf Club,2021-08-08T07:13:08-07:00,2021-08-08T14:13:08.000Z,https://connect.garmin.com/modern/scorecard/186839310,4,24,100,76,,5,7,5,393692960,-1393601920,,3,5,4,393673680,-1393590656,,4,6,5,393703504,-1393580128,,5,6,5,393709888,-1393521152,,4,8,6,393689008,-1393562512,,4,5,4,393694224,-1393529184,,4,4,3,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,6,4,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,6,4,393744176,-1393656144,,3,6,5,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,6,5,393754576,-1393749392,,3,3,2,393749376,-1393716896,,4,6,5,393745520,-1393662320,,5,5,3,393729120,-1393607360,,4,7,5,393727776,-1393560784
San Vicente Inn & Golf Club,2021-08-15T07:16:47-07:00,2021-08-15T14:16:47.000Z,https://connect.garmin.com/modern/scorecard/187606966,33,24,129,105,,5,8,6,393692960,-1393601920,,3,6,5,393673680,-1393590656,,4,9,8,393703504,-1393580128,,5,12,11,393709888,-1393521152,,4,8,6,393689008,-1393562512,,4,7,6,393694224,-1393529184,,4,7,6,393705232,-1393486896,,3,6,5,393705728,-1393513360,,4,7,5,393725104,-1393547104,,4,6,5,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,5,4,393763760,-1393654992,,4,8,7,393765440,-1393703968,,4,10,9,393754576,-1393749392,,3,7,6,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,5,3,393729120,-1393607360,,4,6,4,393727776,-1393560784
San Vicente Inn & Golf Club,2021-08-29T06:56:20-07:00,2021-08-29T13:56:20.000Z,https://connect.garmin.com/modern/scorecard/189046865,5,25,102,77,,5,6,4,393692960,-1393601920,,3,4,3,393673680,-1393590656,,4,8,7,393703504,-1393580128,,5,8,7,393709888,-1393521152,,4,8,6,393689008,-1393562512,,4,4,2,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,6,5,393728976,-1393599200,,5,9,7,393744176,-1393656144,,3,4,3,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,6,5,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,4,3,393745520,-1393662320,,5,7,5,393729120,-1393607360,,4,5,3,393727776,-1393560784
San Vicente Inn & Golf Club,2021-09-05T07:00:40-07:00,2021-09-05T14:00:40.000Z,https://connect.garmin.com/modern/scorecard/189774326,-2,25,95,70,,5,6,4,393692960,-1393601920,,3,7,6,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,6,5,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,4,2,393694224,-1393529184,,4,8,7,393705232,-1393486896,,3,3,2,393705728,-1393513360,,4,7,5,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,4,3,393763760,-1393654992,,4,6,5,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,3,2,393749376,-1393716896,,4,3,2,393745520,-1393662320,,5,6,4,393729120,-1393607360,,4,5,3,393727776,-1393560784
San Vicente Inn & Golf Club,2021-09-11T13:41:33-07:00,2021-09-11T20:41:33.000Z,https://connect.garmin.com/modern/scorecard/190423982,6,24,102,78,,5,6,4,393692960,-1393601920,,3,4,3,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,8,7,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,5,4,393694224,-1393529184,,4,6,5,393705232,-1393486896,,3,5,4,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,7,6,393728976,-1393599200,,5,8,6,393744176,-1393656144,,3,3,2,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,6,5,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,4,3,393745520,-1393662320,,5,9,7,393729120,-1393607360,2022-02-04T19:36:30.000Z,4,7,5,393727776,-1393560784
San Vicente Inn & Golf Club,2021-09-19T08:19:19-07:00,2021-09-19T15:19:19.000Z,https://connect.garmin.com/modern/scorecard/191218938,6,24,102,78,,5,7,5,393692960,-1393601920,,3,5,4,393673680,-1393590656,,4,6,5,393703504,-1393580128,,5,5,4,393709888,-1393521152,,4,6,4,393689008,-1393562512,,4,6,5,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,5,4,393705728,-1393513360,,4,6,4,393725104,-1393547104,,4,8,7,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,3,2,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,7,5,393729120,-1393607360,,4,7,5,393727776,-1393560784
San Vicente Inn & Golf Club,2021-09-26T08:52:12-07:00,2021-09-26T15:52:12.000Z,https://connect.garmin.com/modern/scorecard/191910615,-4,24,92,68,,5,5,3,393692960,-1393601920,,3,4,3,393673680,-1393590656,,4,4,3,393703504,-1393580128,,5,5,4,393709888,-1393521152,,4,4,2,393689008,-1393562512,,4,5,4,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,6,4,393725104,-1393547104,,4,8,7,393728976,-1393599200,,5,6,4,393744176,-1393656144,,3,3,2,393763760,-1393654992,,4,4,3,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,5,4,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,7,5,393729120,-1393607360,,4,7,5,393727776,-1393560784
